,,,,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Total Offense,Total Offense,Total Offense,First Downs,First Downs,First Downs,First Downs,Penalties,Penalties,Turnovers,Turnovers,Turnovers
48,Duke,13,31.5,22.6,39.2,57.8,246.4,1.4,40.3,193.0,4.8,1.9,79.5,439.4,5.5,12.0,9.2,2.6,23.8,5.5,47.8,0.8,0.8,1.6
49,Washington State,13,31.5,38.5,56.8,67.8,389.2,3.2,22.6,80.5,3.6,0.6,79.4,469.6,5.9,18.1,5.8,1.5,25.4,5.3,40.0,1.0,0.9,1.9
50,Michigan,13,31.4,19.8,31.9,62.2,237.7,1.6,37.8,158.2,4.2,2.1,69.7,395.9,5.7,11.5,7.4,1.5,20.4,6.7,59.8,0.5,0.8,1.2
51,Marshall,13,31.3,21.2,36.2,58.6,231.7,1.9,38.1,168.7,4.4,1.5,74.3,400.4,5.4,11.1,8.6,1.9,21.6,7.0,66.2,0.8,1.0,1.8
52,Northern Illinois,14,31.1,17.1,28.9,59.4,208.4,1.6,45.9,190.1,4.1,2.2,74.8,398.6,5.3,8.9,10.4,1.0,20.3,5.8,52.0,1.2,0.7,1.9
53,Virginia Tech,13,31.0,17.2,30.3,56.6,225.8,1.8,41.9,159.3,3.8,1.5,72.2,385.2,5.3,9.5,9.1,1.5,20.1,7.4,62.8,0.5,1.1,1.6
54,Iowa,14,30.9,16.2,26.4,61.5,204.4,1.2,40.6,181.7,4.5,2.5,66.9,386.1,5.8,8.8,9.6,1.9,20.3,5.2,48.8,0.8,0.4,1.1
55,Utah,13,30.6,17.2,27.1,63.6,179.8,1.2,43.9,183.2,4.2,1.8,71.0,363.0,5.1,7.8,10.5,1.9,20.2,5.5,53.3,0.8,0.8,1.6
56,Washington,13,30.6,18.8,30.5,61.9,239.2,1.3,36.7,163.8,4.5,2.1,67.2,403.1,6.0,10.8,8.3,1.0,20.1,5.5,50.1,0.8,0.8,1.7
57,Idaho,12,30.3,24.8,39.4,62.8,281.3,1.4,38.2,147.2,3.9,1.9,77.6,428.4,5.5,12.2,8.4,2.4,23.0,4.5,43.7,0.7,1.3,1.9
58,Kansas State,13,29.9,12.5,26.5,47.0,176.0,1.1,40.8,157.0,3.9,2.2,67.3,333.0,4.9,7.6,8.9,1.9,18.5,5.1,38.5,0.5,1.0,1.5
59,New Mexico,13,29.9,9.0,17.6,51.1,134.4,0.5,49.0,254.5,5.2,3.2,66.6,388.9,5.8,4.2,11.7,0.8,18.1,6.8,64.2,0.5,1.1,1.6
60,Michigan State,14,29.8,17.4,31.4,55.5,234.2,1.9,39.4,151.4,3.8,1.7,70.8,385.6,5.4,11.6,8.3,1.5,21.4,5.4,42.9,0.4,0.6,1.0
61,Temple,14,29.8,17.8,31.3,56.8,216.9,1.4,37.0,149.8,4.0,1.8,68.3,366.7,5.4,9.7,7.4,2.3,19.4,5.8,55.2,0.8,0.6,1.4
62,Colorado State,13,29.6,17.8,30.1,59.3,228.0,1.8,41.2,197.8,4.8,1.5,71.2,425.8,6.0,10.8,10.6,1.8,23.2,7.5,71.3,0.9,1.2,2.1
63,Georgia Tech,12,29.3,6.8,16.0,42.2,121.3,1.2,48.6,256.7,5.3,2.5,64.6,378.0,5.9,5.3,12.8,1.4,19.4,3.2,27.4,1.2,0.8,2.0
64,Utah State,13,29.0,17.6,31.0,56.8,205.2,1.6,37.0,165.1,4.5,1.7,68.0,370.2,5.4,9.1,8.4,1.9,19.4,6.4,58.9,1.1,0.8,1.8
65,Louisville,13,28.7,17.5,31.5,55.5,245.1,1.6,37.8,171.0,4.5,1.8,69.2,416.1,6.0,10.5,8.8,1.6,20.9,7.5,62.6,0.9,1.2,2.1
66,New Mexico State,12,28.6,19.9,37.6,53.0,252.3,2.2,37.1,181.8,4.9,1.3,74.7,434.2,5.8,9.1,9.3,1.7,20.1,6.3,65.3,0.6,1.2,1.8
67,UNLV,12,28.6,16.3,30.4,53.7,211.4,1.8,41.7,193.3,4.6,1.6,72.1,404.7,5.6,9.7,9.6,2.0,21.3,4.8,44.8,0.3,1.1,1.4
68,Pitt,13,28.2,16.3,26.4,61.8,190.6,1.6,39.2,186.8,4.8,1.5,65.5,377.5,5.8,8.9,9.5,1.1,19.5,5.0,40.8,0.5,0.7,1.2
69,San Jose State,13,27.9,20.3,30.1,67.5,221.7,1.6,40.8,182.9,4.5,1.8,70.9,404.6,5.7,10.1,9.5,1.2,21.8,4.4,35.7,0.4,0.9,1.3
70,Troy,12,27.9,20.8,34.8,59.7,240.6,1.8,31.8,119.3,3.7,1.2,66.6,359.9,5.4,11.1,6.3,1.5,18.8,6.7,57.6,0.7,0.9,1.6
71,Miami (FL),13,27.8,20.6,34.5,59.7,277.1,1.4,32.6,119.9,3.7,1.5,67.2,397.0,5.9,11.7,6.1,1.4,19.2,9.3,84.2,0.3,0.7,1.0
72,SMU,12,27.8,16.8,30.5,55.2,218.0,1.6,41.9,164.8,3.9,1.9,72.4,382.8,5.3,9.1,9.1,2.3,20.5,5.3,50.2,1.4,0.7,2.1
73,Texas A&M,13,27.8,21.0,37.1,56.6,258.5,1.9,38.8,169.1,4.4,0.9,75.9,427.5,5.6,11.1,9.5,2.0,22.5,6.4,54.8,0.7,1.2,1.8
74,Auburn,13,27.5,13.8,23.5,58.5,173.6,0.8,45.1,196.3,4.4,2.2,68.6,369.9,5.4,7.5,11.5,0.8,19.8,4.8,46.4,0.4,0.9,1.3
75,Ohio,13,27.5,18.5,31.2,59.5,232.8,1.3,42.0,180.9,4.3,1.6,73.2,413.7,5.7,10.2,9.5,2.2,21.8,7.0,72.2,0.3,1.0,1.3
76,East Carolina,12,27.4,26.8,39.4,67.9,280.8,1.8,33.8,134.8,4.0,1.6,73.2,415.7,5.7,13.2,7.2,1.3,21.7,7.4,71.5,0.6,1.0,1.6
77,Syracuse,12,27.3,13.8,25.6,53.7,156.9,1.6,37.0,163.2,4.4,1.3,62.6,320.1,5.1,6.6,8.3,2.3,17.1,5.3,48.1,0.8,0.8,1.5
78,Rutgers,12,27.1,16.8,28.0,60.1,207.1,1.6,39.2,169.9,4.3,1.4,67.2,377.0,5.6,9.3,9.3,1.1,19.7,6.6,52.0,0.5,1.0,1.5
79,Georgia State,13,26.9,23.7,38.2,62.1,335.9,2.2,31.3,96.9,3.1,1.2,69.5,432.8,6.2,13.0,5.4,1.7,20.1,7.1,65.4,0.8,0.9,1.8
80,Texas State,12,26.9,20.8,35.9,57.8,229.3,1.3,39.2,189.0,4.8,1.8,75.1,418.3,5.6,10.3,9.5,1.5,21.3,6.1,55.9,0.8,1.0,1.8
81,Wisconsin,13,26.8,19.4,32.2,60.1,228.3,1.1,39.4,150.3,3.8,2.1,71.6,378.6,5.3,12.1,7.3,1.8,21.2,5.8,53.0,0.4,1.0,1.4
82,Buffalo,12,26.7,23.6,37.9,62.2,249.5,1.3,35.4,137.3,3.9,1.4,73.3,386.8,5.3,11.8,7.2,1.5,20.5,7.0,64.0,0.3,1.3,1.7
83,Louisiana,12,26.4,18.8,32.3,58.4,208.5,1.1,37.5,171.9,4.6,2.1,69.8,380.4,5.5,9.0,9.7,1.9,20.6,7.1,71.1,0.7,1.0,1.7
84,Texas,12,26.4,11.6,21.0,55.2,145.9,0.8,44.1,224.8,5.1,2.3,65.1,370.8,5.7,5.8,10.3,0.8,16.8,6.4,59.1,0.7,0.5,1.2
85,Georgia,13,26.3,15.3,25.2,60.9,185.1,1.1,37.2,190.4,5.1,1.7,62.4,375.5,6.0,8.8,8.8,0.8,18.5,5.2,45.5,0.7,0.6,1.3
86,Nevada,13,26.2,14.3,25.5,56.2,164.5,1.2,42.8,210.6,4.9,1.8,68.2,375.1,5.5,8.1,10.3,1.3,19.7,5.2,46.8,0.4,0.5,0.9
87,Rice,12,26.1,17.7,31.1,56.8,224.3,1.7,44.3,178.1,4.0,1.8,75.4,402.3,5.3,10.8,10.3,1.8,22.8,7.0,62.7,1.1,0.8,1.8
88,Central Michigan,13,25.8,25.1,38.1,65.9,300.8,1.9,32.3,100.1,3.1,1.2,70.4,400.8,5.7,13.5,6.2,1.4,21.1,6.2,53.7,0.4,0.8,1.2
89,Virginia,12,25.8,21.0,34.4,61.0,238.3,1.8,35.3,144.8,4.1,1.1,69.8,383.0,5.5,11.6,6.9,1.8,20.3,7.6,63.8,0.5,1.5,2.0
90,Florida International,12,25.5,22.9,36.7,62.5,237.8,1.8,32.1,109.9,3.4,1.3,68.8,347.8,5.1,10.0,7.1,1.8,18.9,5.8,49.5,0.6,0.7,1.3
91,Eastern Michigan,12,25.4,20.6,33.9,60.7,219.3,1.5,35.3,161.6,4.6,1.7,69.2,380.8,5.5,10.3,8.5,1.3,20.2,6.8,58.4,0.9,1.2,2.1
92,Purdue,12,25.1,24.2,42.0,57.5,237.3,1.5,34.8,131.3,3.8,1.8,76.8,368.6,4.8,10.6,7.1,2.1,19.8,5.4,53.9,0.8,1.3,2.2
93,Iowa State,12,25.0,19.8,34.3,57.7,226.3,1.5,41.5,182.0,4.4,1.5,75.8,408.3,5.4,9.8,10.0,1.6,21.4,4.9,40.8,1.0,1.0,2.0
94,South Alabama,12,25.0,15.3,29.3,52.3,199.5,1.3,40.1,160.8,4.0,1.5,69.4,360.3,5.2,8.1,8.4,1.6,18.1,6.8,57.8,0.8,1.3,2.1
95,Kentucky,12,24.7,18.2,33.1,54.9,209.3,0.8,34.9,162.7,4.7,1.8,68.0,372.0,5.5,8.6,8.3,1.6,18.5,5.8,56.3,0.5,1.3,1.8
96,Maryland,12,24.7,15.3,32.3,47.2,174.3,1.3,36.8,200.7,5.5,1.7,69.1,375.0,5.4,8.0,8.8,1.3,18.1,7.0,61.8,0.6,2.4,3.0
97,Colorado,13,24.6,21.9,35.8,61.3,239.3,1.0,41.8,157.5,3.8,1.8,77.5,396.8,5.1,11.1,9.7,1.6,22.4,6.2,55.7,0.7,0.9,1.6
98,Old Dominion,12,24.3,19.6,36.1,54.3,219.5,1.7,33.4,151.8,4.5,1.3,69.5,371.3,5.3,10.3,7.6,1.3,19.2,4.1,36.4,0.8,0.8,1.6
99,Akron,13,23.9,14.2,28.5,49.7,192.9,1.4,41.2,165.2,4.0,1.5,69.7,358.2,5.1,8.9,8.8,2.0,19.7,7.6,65.7,0.5,0.9,1.4
100,Florida,14,23.2,16.3,28.9,56.4,206.9,1.4,36.4,128.0,3.5,1.4,65.3,334.9,5.1,9.2,6.9,0.6,16.7,6.5,52.6,0.5,0.7,1.2
101,Penn State,13,23.2,16.5,31.1,53.2,214.5,1.5,32.6,133.9,4.1,1.2,63.7,348.4,5.5,8.1,6.4,2.0,16.5,5.2,41.6,0.9,0.5,1.4
102,Ball State,12,23.1,21.9,38.3,57.3,218.3,1.4,36.4,153.3,4.2,1.3,74.7,371.6,5.0,10.2,8.6,2.0,20.8,3.7,35.4,0.5,0.8,1.3
103,Illinois,12,22.7,23.8,43.3,54.9,243.4,1.3,32.3,129.3,4.0,1.1,75.6,372.7,4.9,11.8,6.9,1.8,20.4,5.5,49.1,0.8,0.7,1.4
104,UTSA,12,22.6,17.5,29.9,58.5,194.0,1.4,42.6,168.1,3.9,1.3,72.5,362.1,5.0,9.5,9.3,1.6,20.3,7.0,66.1,1.0,0.9,1.9
105,Florida Atlantic,12,22.5,17.1,32.7,52.3,212.6,1.0,41.4,162.8,3.9,1.3,74.1,375.3,5.1,9.3,9.5,1.8,20.7,6.3,57.2,1.1,1.0,2.1
106,Minnesota,13,22.5,19.3,32.8,58.8,214.8,1.2,34.3,144.1,4.2,1.3,67.2,358.9,5.3,10.2,6.2,1.2,17.6,5.6,45.5,0.8,0.8,1.7
107,Fresno State,12,22.3,16.8,33.6,50.1,178.3,1.7,35.3,136.8,3.9,1.2,68.8,315.2,4.6,8.1,7.5,1.7,17.3,4.9,39.3,0.5,1.3,1.8
108,Massachusetts,12,22.2,23.4,41.3,56.8,257.5,1.5,32.7,142.3,4.4,1.3,73.9,399.8,5.4,11.8,6.9,2.7,21.3,7.4,63.9,0.5,1.1,1.6
109,Army,12,22.1,4.1,9.0,45.4,94.0,0.8,51.3,244.3,4.8,2.0,60.3,338.3,5.6,3.0,12.2,1.1,16.3,4.0,39.5,1.1,0.8,1.8
110,South Carolina,12,21.9,15.9,29.3,54.4,207.5,1.4,35.3,154.7,4.4,0.9,64.5,362.2,5.6,8.9,8.1,1.0,18.0,5.0,39.0,0.3,1.0,1.3
111,Louisiana-Monroe,13,21.0,19.7,36.7,53.7,207.9,1.9,32.7,102.9,3.1,0.5,69.4,310.8,4.5,9.8,5.0,1.8,16.6,7.3,58.0,0.8,1.5,2.3
112,UTEP,12,20.7,17.8,32.0,55.5,195.1,1.5,37.3,147.9,4.0,0.7,69.3,343.0,4.9,8.7,7.3,1.6,17.6,4.8,42.9,1.1,0.8,1.9
113,Tulane,12,19.7,17.1,33.6,50.9,201.3,1.5,33.1,115.8,3.5,0.9,66.7,317.0,4.8,9.3,5.7,1.3,16.3,5.8,53.4,0.4,0.8,1.3
114,Northwestern,13,19.5,13.4,27.1,49.4,138.5,0.6,46.2,188.5,4.1,1.2,73.2,327.1,4.5,7.8,8.6,1.4,17.8,4.5,39.7,0.5,1.0,1.5
115,Oregon State,12,19.0,13.4,28.6,46.9,159.1,0.8,37.2,177.3,4.8,1.3,65.8,336.4,5.1,7.4,8.3,1.8,17.6,6.3,58.7,0.4,0.9,1.3
116,Wyoming,12,19.0,15.3,25.7,59.4,186.3,1.7,39.8,174.4,4.4,1.0,65.5,360.7,5.5,7.9,10.3,1.9,20.1,6.3,56.8,0.8,0.9,1.8
117,Miami (OH),12,17.9,14.8,31.2,47.3,211.0,1.5,35.7,129.7,3.6,0.6,66.8,340.7,5.1,8.8,6.3,1.7,16.7,7.4,64.3,1.0,1.6,2.6
118,Hawaii,13,17.6,15.5,32.5,47.9,192.4,0.9,32.6,123.9,3.8,1.2,65.1,316.3,4.9,8.7,5.9,1.9,16.5,8.2,69.0,1.0,1.6,2.6
119,Charlotte,12,17.5,16.3,31.3,52.3,173.5,1.0,46.9,163.6,3.5,0.8,78.2,337.1,4.3,8.0,10.3,1.3,19.5,5.3,54.9,0.9,1.9,2.8
120,Wake Forest,12,17.4,19.7,34.8,56.6,228.3,1.1,34.8,105.7,3.0,1.0,69.5,333.9,4.8,10.3,6.2,2.5,18.9,5.1,46.9,0.5,1.5,2.0
121,Boston College,12,17.2,9.2,20.7,44.4,110.9,0.7,41.9,164.7,3.9,1.4,62.6,275.6,4.4,4.9,8.0,1.6,14.5,6.5,57.4,0.9,0.8,1.7
122,Connecticut,13,17.2,15.5,26.3,58.8,185.5,0.8,36.7,124.8,3.4,1.1,63.0,310.3,4.9,8.1,6.9,1.5,16.5,5.7,45.8,0.5,0.8,1.2
123,Kansas,12,15.3,20.3,37.7,53.8,218.6,0.9,37.0,112.9,3.1,0.8,74.7,331.5,4.4,9.3,5.5,0.9,17.7,5.8,55.3,0.8,1.2,2.0
124,North Texas,12,15.2,15.8,33.9,46.7,161.4,1.0,36.3,158.7,4.4,0.6,70.3,320.1,4.6,6.9,10.4,1.3,18.7,6.2,56.7,1.2,0.9,2.1
125,Vanderbilt,12,15.2,16.0,31.3,51.1,171.8,0.9,41.3,155.3,3.8,0.8,72.7,327.2,4.5,7.8,8.3,1.5,17.6,6.1,47.8,0.8,1.3,2.1
126,UCF,12,13.9,17.6,35.4,49.6,187.5,1.1,29.6,80.9,2.7,0.3,65.0,268.4,4.1,9.2,4.9,1.7,15.8,5.3,45.8,0.8,1.9,2.8
127,Missouri,12,13.6,15.5,31.1,49.9,165.5,0.8,33.1,115.4,3.5,0.4,64.2,280.9,4.4,7.1,6.3,1.7,15.1,5.3,43.1,0.4,1.0,1.4
128,Kent State,12,13.1,14.6,28.6,51.0,138.1,0.8,37.3,135.3,3.6,0.5,65.8,273.3,4.2,5.9,8.6,1.3,14.1,7.8,72.7,0.9,0.8,1.8
